"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","HRWKD","TOT","HR_WKD","A","1973",1866,
"ISL","HRWKD","TOT","HR_WKD","A","1974",1841,
"ISL","HRWKD","TOT","HR_WKD","A","1975",1817,
"ISL","HRWKD","TOT","HR_WKD","A","1976",1790,
"ISL","HRWKD","TOT","HR_WKD","A","1977",1748,
"ISL","HRWKD","TOT","HR_WKD","A","1978",1710,
"ISL","HRWKD","TOT","HR_WKD","A","1979",1697,
"ISL","HRWKD","TOT","HR_WKD","A","1980",1688,
"ISL","HRWKD","TOT","HR_WKD","A","1981",1681,
"ISL","HRWKD","TOT","HR_WKD","A","1982",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1983",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1984",1682,
"ISL","HRWKD","TOT","HR_WKD","A","1985",1681,
"ISL","HRWKD","TOT","HR_WKD","A","1986",1674,
"ISL","HRWKD","TOT","HR_WKD","A","1987",1672,
"ISL","HRWKD","TOT","HR_WKD","A","1988",1679,
"ISL","HRWKD","TOT","HR_WKD","A","1989",1675,
"ISL","HRWKD","TOT","HR_WKD","A","1990",1665,
"ISL","HRWKD","TOT","HR_WKD","A","1991",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1992",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1993",1683,
"ISL","HRWKD","TOT","HR_WKD","A","1994",1655,
"ISL","HRWKD","TOT","HR_WKD","A","1995",1641,
"ISL","HRWKD","TOT","HR_WKD","A","1996",1659,
"ISL","HRWKD","TOT","HR_WKD","A","1997",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1998",1665,
"ISL","HRWKD","TOT","HR_WKD","A","1999",1645,
"ISL","HRWKD","TOT","HR_WKD","A","2000",1696,
"ISL","HRWKD","TOT","HR_WKD","A","2001",1707,
"ISL","HRWKD","TOT","HR_WKD","A","2002",1672,
"ISL","HRWKD","TOT","HR_WKD","A","2003",1639,
"ISL","HRWKD","TOT","HR_WKD","A","2004",1645,
"ISL","HRWKD","TOT","HR_WKD","A","2005",1637,
"ISL","HRWKD","TOT","HR_WKD","A","2006",1627,
"ISL","HRWKD","TOT","HR_WKD","A","2007",1605,
"ISL","HRWKD","TOT","HR_WKD","A","2008",1625.2035694367,
"ISL","HRWKD","TOT","HR_WKD","A","2009",1536.38517618469,
"ISL","HRWKD","TOT","HR_WKD","A","2010",1527.85230769231,
"ISL","HRWKD","TOT","HR_WKD","A","2011",1537.6810712112,
"ISL","HRWKD","TOT","HR_WKD","A","2012",1523.06451612903,
"ISL","HRWKD","TOT","HR_WKD","A","2013",1524.13309982487,
"ISL","HRWKD","TOT","HR_WKD","A","2014",1513.4358974359,
"ISL","HRWKD","TOT","HR_WKD","A","2015",1511.40166204986,
"ISL","HRWKD","TOT","HR_WKD","A","2016",1519.99470058294,
"ISL","HRWKD","TOT","HR_WKD","A","2017",1507.07676664972,
"ISL","HRWKD","TOT","HR_WKD","A","2018",1496.45607107601,
"ISL","HRWKD","TOT","HR_WKD","A","2019",1480.14822134387,
"ISL","HRWKD","TOT","HR_WKD","A","2020",1446.23962655602,
"ISL","HRWKD","TOT","HR_WKD","A","2021",1433.40955284553,
"IRL","HRWKD","TOT","HR_WKD","A","1970",2335,
"IRL","HRWKD","TOT","HR_WKD","A","1971",2318,
"IRL","HRWKD","TOT","HR_WKD","A","1972",2297,
"IRL","HRWKD","TOT","HR_WKD","A","1973",2285,
"IRL","HRWKD","TOT","HR_WKD","A","1974",2248,
"IRL","HRWKD","TOT","HR_WKD","A","1975",2239,
"IRL","HRWKD","TOT","HR_WKD","A","1976",2233,
"IRL","HRWKD","TOT","HR_WKD","A","1977",2203,
"IRL","HRWKD","TOT","HR_WKD","A","1978",2184,
"IRL","HRWKD","TOT","HR_WKD","A","1979",2162,
"IRL","HRWKD","TOT","HR_WKD","A","1980",2123,
"IRL","HRWKD","TOT","HR_WKD","A","1981",2091,
"IRL","HRWKD","TOT","HR_WKD","A","1982",2084,
"IRL","HRWKD","TOT","HR_WKD","A","1983",2074,
"IRL","HRWKD","TOT","HR_WKD","A","1984",2056,
"IRL","HRWKD","TOT","HR_WKD","A","1985",2063,
"IRL","HRWKD","TOT","HR_WKD","A","1986",2097,
"IRL","HRWKD","TOT","HR_WKD","A","1987",2077,
"IRL","HRWKD","TOT","HR_WKD","A","1988",2085,
"IRL","HRWKD","TOT","HR_WKD","A","1989",2092,
"IRL","HRWKD","TOT","HR_WKD","A","1990",2081,
"IRL","HRWKD","TOT","HR_WKD","A","1991",2046,
"IRL","HRWKD","TOT","HR_WKD","A","1992",1998,
"IRL","HRWKD","TOT","HR_WKD","A","1993",1971,
"IRL","HRWKD","TOT","HR_WKD","A","1994",1971,
"IRL","HRWKD","TOT","HR_WKD","A","1995",1963,
"IRL","HRWKD","TOT","HR_WKD","A","1996",1954,
"IRL","HRWKD","TOT","HR_WKD","A","1997",1954,
"IRL","HRWKD","TOT","HR_WKD","A","1998",1953,
"IRL","HRWKD","TOT","HR_WKD","A","1999",1942,
"IRL","HRWKD","TOT","HR_WKD","A","2000",1933,
"IRL","HRWKD","TOT","HR_WKD","A","2001",1924,
"IRL","HRWKD","TOT","HR_WKD","A","2002",1904,
"IRL","HRWKD","TOT","HR_WKD","A","2003",1887,
"IRL","HRWKD","TOT","HR_WKD","A","2004",1875,
"IRL","HRWKD","TOT","HR_WKD","A","2005",1883,
"IRL","HRWKD","TOT","HR_WKD","A","2006",1879,
"IRL","HRWKD","TOT","HR_WKD","A","2007",1865,
"IRL","HRWKD","TOT","HR_WKD","A","2008",1844,
"IRL","HRWKD","TOT","HR_WKD","A","2009",1812,
"IRL","HRWKD","TOT","HR_WKD","A","2010",1721,
"IRL","HRWKD","TOT","HR_WKD","A","2011",1737,
"IRL","HRWKD","TOT","HR_WKD","A","2012",1738,
"IRL","HRWKD","TOT","HR_WKD","A","2013",1743,
"IRL","HRWKD","TOT","HR_WKD","A","2014",1757,
"IRL","HRWKD","TOT","HR_WKD","A","2015",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2016",1763,
"IRL","HRWKD","TOT","HR_WKD","A","2017",1775,
"IRL","HRWKD","TOT","HR_WKD","A","2018",1782,
"IRL","HRWKD","TOT","HR_WKD","A","2019",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2020",1746,
"IRL","HRWKD","TOT","HR_WKD","A","2021",1775,
"ITA","HRWKD","TOT","HR_WKD","A","1995",1856.2,
"ITA","HRWKD","TOT","HR_WKD","A","1996",1866.2,
"ITA","HRWKD","TOT","HR_WKD","A","1997",1859.9,
"ITA","HRWKD","TOT","HR_WKD","A","1998",1873.1,
"ITA","HRWKD","TOT","HR_WKD","A","1999",1869.9,
"ITA","HRWKD","TOT","HR_WKD","A","2000",1850.2,
"ITA","HRWKD","TOT","HR_WKD","A","2001",1837.6,
"ITA","HRWKD","TOT","HR_WKD","A","2002",1826.2,
"ITA","HRWKD","TOT","HR_WKD","A","2003",1815.1,
"ITA","HRWKD","TOT","HR_WKD","A","2004",1814.6,
"ITA","HRWKD","TOT","HR_WKD","A","2005",1811.1,
"ITA","HRWKD","TOT","HR_WKD","A","2006",1811.9,
"ITA","HRWKD","TOT","HR_WKD","A","2007",1817.7,
"ITA","HRWKD","TOT","HR_WKD","A","2008",1806.5,
"ITA","HRWKD","TOT","HR_WKD","A","2009",1775.2,
"ITA","HRWKD","TOT","HR_WKD","A","2010",1776.8,
"ITA","HRWKD","TOT","HR_WKD","A","2011",1772.6,
"ITA","HRWKD","TOT","HR_WKD","A","2012",1733.6,
"ITA","HRWKD","TOT","HR_WKD","A","2013",1719.1,
"ITA","HRWKD","TOT","HR_WKD","A","2014",1716.3,
"ITA","HRWKD","TOT","HR_WKD","A","2015",1717.5,
"ITA","HRWKD","TOT","HR_WKD","A","2016",1721.7,
"ITA","HRWKD","TOT","HR_WKD","A","2017",1719.2,
"ITA","HRWKD","TOT","HR_WKD","A","2018",1719.4,
"ITA","HRWKD","TOT","HR_WKD","A","2019",1710.2,
"ITA","HRWKD","TOT","HR_WKD","A","2020",1553.6,
"ITA","HRWKD","TOT","HR_WKD","A","2021",1668.5,
"JPN","HRWKD","TOT","HR_WKD","A","1970",2243,
"JPN","HRWKD","TOT","HR_WKD","A","1971",2239,
"JPN","HRWKD","TOT","HR_WKD","A","1972",2228,
"JPN","HRWKD","TOT","HR_WKD","A","1973",2201,
"JPN","HRWKD","TOT","HR_WKD","A","1974",2137,
"JPN","HRWKD","TOT","HR_WKD","A","1975",2112,
"JPN","HRWKD","TOT","HR_WKD","A","1976",2128,
"JPN","HRWKD","TOT","HR_WKD","A","1977",2129,
"JPN","HRWKD","TOT","HR_WKD","A","1978",2123,
"JPN","HRWKD","TOT","HR_WKD","A","1979",2126,
"JPN","HRWKD","TOT","HR_WKD","A","1980",2121,
"JPN","HRWKD","TOT","HR_WKD","A","1981",2106,
"JPN","HRWKD","TOT","HR_WKD","A","1982",2104,
"JPN","HRWKD","TOT","HR_WKD","A","1983",2095,
"JPN","HRWKD","TOT","HR_WKD","A","1984",2108,
"JPN","HRWKD","TOT","HR_WKD","A","1985",2093,
"JPN","HRWKD","TOT","HR_WKD","A","1986",2097,
"JPN","HRWKD","TOT","HR_WKD","A","1987",2096,
"JPN","HRWKD","TOT","HR_WKD","A","1988",2092,
"JPN","HRWKD","TOT","HR_WKD","A","1989",2070,
"JPN","HRWKD","TOT","HR_WKD","A","1990",2031,
"JPN","HRWKD","TOT","HR_WKD","A","1991",1998,
"JPN","HRWKD","TOT","HR_WKD","A","1992",1965,
"JPN","HRWKD","TOT","HR_WKD","A","1993",1905,
"JPN","HRWKD","TOT","HR_WKD","A","1994",1898,
"JPN","HRWKD","TOT","HR_WKD","A","1995",1883.67163805399,
"JPN","HRWKD","TOT","HR_WKD","A","1996",1892.17383379122,
"JPN","HRWKD","TOT","HR_WKD","A","1997",1864.69458219238,
"JPN","HRWKD","TOT","HR_WKD","A","1998",1841.91828473556,
"JPN","HRWKD","TOT","HR_WKD","A","1999",1810.41293847937,
"JPN","HRWKD","TOT","HR_WKD","A","2000",1821.26608931072,
"JPN","HRWKD","TOT","HR_WKD","A","2001",1808.56843512808,
"JPN","HRWKD","TOT","HR_WKD","A","2002",1798.36403736579,
"JPN","HRWKD","TOT","HR_WKD","A","2003",1798.61597518687,
"JPN","HRWKD","TOT","HR_WKD","A","2004",1785.42755087091,
"JPN","HRWKD","TOT","HR_WKD","A","2005",1776.51190226816,
"JPN","HRWKD","TOT","HR_WKD","A","2006",1785.56153305793,
"JPN","HRWKD","TOT","HR_WKD","A","2007",1784.75017724955,
"JPN","HRWKD","TOT","HR_WKD","A","2008",1771.35159607269,
"JPN","HRWKD","TOT","HR_WKD","A","2009",1713.5176025883,
"JPN","HRWKD","TOT","HR_WKD","A","2010",1732.9111403791,
"JPN","HRWKD","TOT","HR_WKD","A","2011",1728.18618129948,
"JPN","HRWKD","TOT","HR_WKD","A","2012",1745.08814928735,
"JPN","HRWKD","TOT","HR_WKD","A","2013",1733.59358107287,
"JPN","HRWKD","TOT","HR_WKD","A","2014",1729.33012288899,
"JPN","HRWKD","TOT","HR_WKD","A","2015",1719.29363508473,
"JPN","HRWKD","TOT","HR_WKD","A","2016",1713.54373605724,
"JPN","HRWKD","TOT","HR_WKD","A","2017",1708.580314583,
"JPN","HRWKD","TOT","HR_WKD","A","2018",1680.16706755507,
"JPN","HRWKD","TOT","HR_WKD","A","2019",1643.81852049291,
"JPN","HRWKD","TOT","HR_WKD","A","2020",1597.98137890323,
"JPN","HRWKD","TOT","HR_WKD","A","2021",1607,
"KOR","HRWKD","TOT","HR_WKD","A","2008",2228,
"KOR","HRWKD","TOT","HR_WKD","A","2009",2174,
"KOR","HRWKD","TOT","HR_WKD","A","2010",2163,
"KOR","HRWKD","TOT","HR_WKD","A","2011",2136,
"KOR","HRWKD","TOT","HR_WKD","A","2012",2119,
"KOR","HRWKD","TOT","HR_WKD","A","2013",2106,
"KOR","HRWKD","TOT","HR_WKD","A","2014",2076,
"KOR","HRWKD","TOT","HR_WKD","A","2015",2083,
"KOR","HRWKD","TOT","HR_WKD","A","2016",2068,
"KOR","HRWKD","TOT","HR_WKD","A","2017",2018,
"KOR","HRWKD","TOT","HR_WKD","A","2018",1993,
"KOR","HRWKD","TOT","HR_WKD","A","2019",1967,
"KOR","HRWKD","TOT","HR_WKD","A","2020",1908,
"KOR","HRWKD","TOT","HR_WKD","A","2021",1915,
"LUX","HRWKD","TOT","HR_WKD","A","1995",1615,
"LUX","HRWKD","TOT","HR_WKD","A","1996",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1997",1600,
"LUX","HRWKD","TOT","HR_WKD","A","1998",1599,
"LUX","HRWKD","TOT","HR_WKD","A","1999",1598,
"LUX","HRWKD","TOT","HR_WKD","A","2000",1605,
"LUX","HRWKD","TOT","HR_WKD","A","2001",1593,
"LUX","HRWKD","TOT","HR_WKD","A","2002",1588,
"LUX","HRWKD","TOT","HR_WKD","A","2003",1586,
"LUX","HRWKD","TOT","HR_WKD","A","2004",1586,
"LUX","HRWKD","TOT","HR_WKD","A","2005",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2006",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2007",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2008",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2009",1518,
"LUX","HRWKD","TOT","HR_WKD","A","2010",1521,
"LUX","HRWKD","TOT","HR_WKD","A","2011",1520,
"LUX","HRWKD","TOT","HR_WKD","A","2012",1514,
"LUX","HRWKD","TOT","HR_WKD","A","2013",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2014",1512,
"LUX","HRWKD","TOT","HR_WKD","A","2015",1519,
"LUX","HRWKD","TOT","HR_WKD","A","2016",1518,
"LUX","HRWKD","TOT","HR_WKD","A","2017",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2018",1509,
"LUX","HRWKD","TOT","HR_WKD","A","2019",1507,
"LUX","HRWKD","TOT","HR_WKD","A","2020",1420,
"LUX","HRWKD","TOT","HR_WKD","A","2021",1382,
"MEX","HRWKD","TOT","HR_WKD","A","1991",2113,
"MEX","HRWKD","TOT","HR_WKD","A","1992",2104,
"MEX","HRWKD","TOT","HR_WKD","A","1993",2112,
"MEX","HRWKD","TOT","HR_WKD","A","1994",2146,
"MEX","HRWKD","TOT","HR_WKD","A","1995",2161,
"MEX","HRWKD","TOT","HR_WKD","A","1996",2192,
"MEX","HRWKD","TOT","HR_WKD","A","1997",2241,
"MEX","HRWKD","TOT","HR_WKD","A","1998",2168,
"MEX","HRWKD","TOT","HR_WKD","A","1999",2242,
"MEX","HRWKD","TOT","HR_WKD","A","2000",2174,
"MEX","HRWKD","TOT","HR_WKD","A","2001",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2002",2196,
"MEX","HRWKD","TOT","HR_WKD","A","2003",2143,
"MEX","HRWKD","TOT","HR_WKD","A","2004",2123,
"MEX","HRWKD","TOT","HR_WKD","A","2005",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2006",2067,
"MEX","HRWKD","TOT","HR_WKD","A","2007",2045,
"MEX","HRWKD","TOT","HR_WKD","A","2008",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2009",1973,
"MEX","HRWKD","TOT","HR_WKD","A","2010",2150,
"MEX","HRWKD","TOT","HR_WKD","A","2011",2121,
"MEX","HRWKD","TOT","HR_WKD","A","2012",2120,
"MEX","HRWKD","TOT","HR_WKD","A","2013",2136,
"MEX","HRWKD","TOT","HR_WKD","A","2014",2134.05959674238,
"MEX","HRWKD","TOT","HR_WKD","A","2015",2139.8933018532,
"MEX","HRWKD","TOT","HR_WKD","A","2016",2145.88758683254,
"MEX","HRWKD","TOT","HR_WKD","A","2017",2148.53849544537,
"MEX","HRWKD","TOT","HR_WKD","A","2018",2149.40816249208,
"MEX","HRWKD","TOT","HR_WKD","A","2019",2138.88973353248,
"MEX","HRWKD","TOT","HR_WKD","A","2020",2123.53725184504,
"MEX","HRWKD","TOT","HR_WKD","A","2021",2127.80798709157,
"NLD","HRWKD","TOT","HR_WKD","A","1970",1809,
"NLD","HRWKD","TOT","HR_WKD","A","1971",1777,
"NLD","HRWKD","TOT","HR_WKD","A","1972",1775,
"NLD","HRWKD","TOT","HR_WKD","A","1973",1749,
"NLD","HRWKD","TOT","HR_WKD","A","1974",1696,
"NLD","HRWKD","TOT","HR_WKD","A","1975",1644,
"NLD","HRWKD","TOT","HR_WKD","A","1976",1628,
"NLD","HRWKD","TOT","HR_WKD","A","1977",1608,
"NLD","HRWKD","TOT","HR_WKD","A","1978",1580,
"NLD","HRWKD","TOT","HR_WKD","A","1979",1559,
"NLD","HRWKD","TOT","HR_WKD","A","1980",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1981",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1982",1542,
"NLD","HRWKD","TOT","HR_WKD","A","1983",1527,
"NLD","HRWKD","TOT","HR_WKD","A","1984",1519,
"NLD","HRWKD","TOT","HR_WKD","A","1985",1502,
"NLD","HRWKD","TOT","HR_WKD","A","1986",1488,
"NLD","HRWKD","TOT","HR_WKD","A","1987",1467,
"NLD","HRWKD","TOT","HR_WKD","A","1988",1464,
"NLD","HRWKD","TOT","HR_WKD","A","1989",1459,
"NLD","HRWKD","TOT","HR_WKD","A","1990",1454,
"NLD","HRWKD","TOT","HR_WKD","A","1991",1444,
"NLD","HRWKD","TOT","HR_WKD","A","1992",1451,
"NLD","HRWKD","TOT","HR_WKD","A","1993",1440,
"NLD","HRWKD","TOT","HR_WKD","A","1994",1447,
"NLD","HRWKD","TOT","HR_WKD","A","1995",1481.55820033021,
"NLD","HRWKD","TOT","HR_WKD","A","1996",1496.45040431267,
"NLD","HRWKD","TOT","HR_WKD","A","1997",1481.96731171548,
"NLD","HRWKD","TOT","HR_WKD","A","1998",1478.72183908046,
"NLD","HRWKD","TOT","HR_WKD","A","1999",1477.17405338299,
"NLD","HRWKD","TOT","HR_WKD","A","2000",1464.06144093624,
"NLD","HRWKD","TOT","HR_WKD","A","2001",1454.07684952791,
"NLD","HRWKD","TOT","HR_WKD","A","2002",1436.37664649341,
"NLD","HRWKD","TOT","HR_WKD","A","2003",1427.82780429594,
"NLD","HRWKD","TOT","HR_WKD","A","2004",1447.89523234762,
"NLD","HRWKD","TOT","HR_WKD","A","2005",1433.6118705036,
"NLD","HRWKD","TOT","HR_WKD","A","2006",1430.44713061847,
"NLD","HRWKD","TOT","HR_WKD","A","2007",1429.1720246238,
"NLD","HRWKD","TOT","HR_WKD","A","2008",1428.56623667975,
"NLD","HRWKD","TOT","HR_WKD","A","2009",1420.04706414753,
"NLD","HRWKD","TOT","HR_WKD","A","2010",1419.63344344458,
"NLD","HRWKD","TOT","HR_WKD","A","2011",1420.18023715415,
"NLD","HRWKD","TOT","HR_WKD","A","2012",1410.50978838972,
"NLD","HRWKD","TOT","HR_WKD","A","2013",1414.6989579755,
"NLD","HRWKD","TOT","HR_WKD","A","2014",1425.5953008596,
"NLD","HRWKD","TOT","HR_WKD","A","2015",1425.81357856494,
"NLD","HRWKD","TOT","HR_WKD","A","2016",1437.30940400313,
"NLD","HRWKD","TOT","HR_WKD","A","2017",1436.76564376979,
"NLD","HRWKD","TOT","HR_WKD","A","2018",1436.06016156463,
"NLD","HRWKD","TOT","HR_WKD","A","2019",1438.52012093411,
"NLD","HRWKD","TOT","HR_WKD","A","2020",1406.86703688181,
"NLD","HRWKD","TOT","HR_WKD","A","2021",1416.54266598044,
"NZL","HRWKD","TOT","HR_WKD","A","1986",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1987",1838,
"NZL","HRWKD","TOT","HR_WKD","A","1988",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1989",1820,
"NZL","HRWKD","TOT","HR_WKD","A","1990",1809,
"NZL","HRWKD","TOT","HR_WKD","A","1991",1792,
"NZL","HRWKD","TOT","HR_WKD","A","1992",1799,
"NZL","HRWKD","TOT","HR_WKD","A","1993",1853,
"NZL","HRWKD","TOT","HR_WKD","A","1994",1848,
"NZL","HRWKD","TOT","HR_WKD","A","1995",1841,
"NZL","HRWKD","TOT","HR_WKD","A","1996",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1997",1826,
"NZL","HRWKD","TOT","HR_WKD","A","1998",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1999",1845,
"NZL","HRWKD","TOT","HR_WKD","A","2000",1836,
"NZL","HRWKD","TOT","HR_WKD","A","2001",1825,
"NZL","HRWKD","TOT","HR_WKD","A","2002",1826,
"NZL","HRWKD","TOT","HR_WKD","A","2003",1823,
"NZL","HRWKD","TOT","HR_WKD","A","2004",1830,
"NZL","HRWKD","TOT","HR_WKD","A","2005",1815,
"NZL","HRWKD","TOT","HR_WKD","A","2006",1795,
"NZL","HRWKD","TOT","HR_WKD","A","2007",1774,
"NZL","HRWKD","TOT","HR_WKD","A","2008",1761,
"NZL","HRWKD","TOT","HR_WKD","A","2009",1740,
"NZL","HRWKD","TOT","HR_WKD","A","2010",1755,
"NZL","HRWKD","TOT","HR_WKD","A","2011",1746,
"NZL","HRWKD","TOT","HR_WKD","A","2012",1734,
"NZL","HRWKD","TOT","HR_WKD","A","2013",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2014",1758,
"NZL","HRWKD","TOT","HR_WKD","A","2015",1753,
"NZL","HRWKD","TOT","HR_WKD","A","2016",1754,
"NZL","HRWKD","TOT","HR_WKD","A","2017",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2018",1759,
"NZL","HRWKD","TOT","HR_WKD","A","2019",1783,
"NZL","HRWKD","TOT","HR_WKD","A","2020",1739,
"NZL","HRWKD","TOT","HR_WKD","A","2021",1730,
"NOR","HRWKD","TOT","HR_WKD","A","1962",1995,
"NOR","HRWKD","TOT","HR_WKD","A","1963",1986,
"NOR","HRWKD","TOT","HR_WKD","A","1964",1996,
"NOR","HRWKD","TOT","HR_WKD","A","1965",1951,
"NOR","HRWKD","TOT","HR_WKD","A","1966",1952,
"NOR","HRWKD","TOT","HR_WKD","A","1967",1936,
"NOR","HRWKD","TOT","HR_WKD","A","1968",1897,
"NOR","HRWKD","TOT","HR_WKD","A","1969",1849,
"NOR","HRWKD","TOT","HR_WKD","A","1970",1819.1,
"NOR","HRWKD","TOT","HR_WKD","A","1971",1798.1,
"NOR","HRWKD","TOT","HR_WKD","A","1972",1765.6,
"NOR","HRWKD","TOT","HR_WKD","A","1973",1751.5,
"NOR","HRWKD","TOT","HR_WKD","A","1974",1730.9,
"NOR","HRWKD","TOT","HR_WKD","A","1975",1715.3,
"NOR","HRWKD","TOT","HR_WKD","A","1976",1662.9,
"NOR","HRWKD","TOT","HR_WKD","A","1977",1627.4,
"NOR","HRWKD","TOT","HR_WKD","A","1978",1591.6,
"NOR","HRWKD","TOT","HR_WKD","A","1979",1569.4,
"NOR","HRWKD","TOT","HR_WKD","A","1980",1569.4,
"NOR","HRWKD","TOT","HR_WKD","A","1981",1560.5,
"NOR","HRWKD","TOT","HR_WKD","A","1982",1549.4,
"NOR","HRWKD","TOT","HR_WKD","A","1983",1542.8,
"NOR","HRWKD","TOT","HR_WKD","A","1984",1537.9,
"NOR","HRWKD","TOT","HR_WKD","A","1985",1532,
"NOR","HRWKD","TOT","HR_WKD","A","1986",1527.8,
"NOR","HRWKD","TOT","HR_WKD","A","1987",1500.8,
"NOR","HRWKD","TOT","HR_WKD","A","1988",1503.6,
"NOR","HRWKD","TOT","HR_WKD","A","1989",1500.6,
"NOR","HRWKD","TOT","HR_WKD","A","1990",1492.8,
"NOR","HRWKD","TOT","HR_WKD","A","1991",1490.2,
"NOR","HRWKD","TOT","HR_WKD","A","1992",1499.6,
"NOR","HRWKD","TOT","HR_WKD","A","1993",1496.8,
"NOR","HRWKD","TOT","HR_WKD","A","1994",1494.9,
"NOR","HRWKD","TOT","HR_WKD","A","1995",1478.3,
"NOR","HRWKD","TOT","HR_WKD","A","1996",1473.6,
"NOR","HRWKD","TOT","HR_WKD","A","1997",1468.4,
"NOR","HRWKD","TOT","HR_WKD","A","1998",1466.6,
"NOR","HRWKD","TOT","HR_WKD","A","1999",1465.5,
"NOR","HRWKD","TOT","HR_WKD","A","2000",1448.1,
"NOR","HRWKD","TOT","HR_WKD","A","2001",1424,
"NOR","HRWKD","TOT","HR_WKD","A","2002",1411.8,
"NOR","HRWKD","TOT","HR_WKD","A","2003",1401,
"NOR","HRWKD","TOT","HR_WKD","A","2004",1423.1,
"NOR","HRWKD","TOT","HR_WKD","A","2005",1428.5,
"NOR","HRWKD","TOT","HR_WKD","A","2006",1426.4,
"NOR","HRWKD","TOT","HR_WKD","A","2007",1438.3,
"NOR","HRWKD","TOT","HR_WKD","A","2008",1443,
"NOR","HRWKD","TOT","HR_WKD","A","2009",1421.8,
"NOR","HRWKD","TOT","HR_WKD","A","2010",1429.8,
"NOR","HRWKD","TOT","HR_WKD","A","2011",1434.7,
"NOR","HRWKD","TOT","HR_WKD","A","2012",1431.1,
"NOR","HRWKD","TOT","HR_WKD","A","2013",1421.3,
"NOR","HRWKD","TOT","HR_WKD","A","2014",1424.1,
"NOR","HRWKD","TOT","HR_WKD","A","2015",1426.6,
"NOR","HRWKD","TOT","HR_WKD","A","2016",1430,
"NOR","HRWKD","TOT","HR_WKD","A","2017",1419.5,
"NOR","HRWKD","TOT","HR_WKD","A","2018",1419.2,
"NOR","HRWKD","TOT","HR_WKD","A","2019",1418.6,
"NOR","HRWKD","TOT","HR_WKD","A","2020",1410.7,
"NOR","HRWKD","TOT","HR_WKD","A","2021",1427.1,
"POL","HRWKD","TOT","HR_WKD","A","1993",1903.24490821715,
"POL","HRWKD","TOT","HR_WKD","A","1994",1940.73847582743,
"POL","HRWKD","TOT","HR_WKD","A","1995",1903.24490821715,
"POL","HRWKD","TOT","HR_WKD","A","1996",1917.52817206868,
"POL","HRWKD","TOT","HR_WKD","A","1997",1912.17194812436,
"POL","HRWKD","TOT","HR_WKD","A","1998",1888.96164436561,
"POL","HRWKD","TOT","HR_WKD","A","1999",1874.97978290228,
"POL","HRWKD","TOT","HR_WKD","A","2000",1858.33954713004,
"POL","HRWKD","TOT","HR_WKD","A","2001",1860.11914492274,
"POL","HRWKD","TOT","HR_WKD","A","2002",1855.4630962025,
"POL","HRWKD","TOT","HR_WKD","A","2003",1860.5487503757,
"POL","HRWKD","TOT","HR_WKD","A","2004",1860.87076960028,
"POL","HRWKD","TOT","HR_WKD","A","2005",1855.97484430214,
"POL","HRWKD","TOT","HR_WKD","A","2006",1857.34162204371,
"POL","HRWKD","TOT","HR_WKD","A","2007",1854.69471995654,
"POL","HRWKD","TOT","HR_WKD","A","2008",1847.5401655774,
"POL","HRWKD","TOT","HR_WKD","A","2009",1833.61401955618,
"POL","HRWKD","TOT","HR_WKD","A","2010",1828.97195709789,
"POL","HRWKD","TOT","HR_WKD","A","2011",1824.3298592666,
"POL","HRWKD","TOT","HR_WKD","A","2012",1819.68780545571,
"POL","HRWKD","TOT","HR_WKD","A","2013",1816.43354096584,
"POL","HRWKD","TOT","HR_WKD","A","2014",1822.29621732071,
"POL","HRWKD","TOT","HR_WKD","A","2015",1829.15863821352,
"POL","HRWKD","TOT","HR_WKD","A","2016",1831.36379757007,
"POL","HRWKD","TOT","HR_WKD","A","2017",1811.61621665347,
"POL","HRWKD","TOT","HR_WKD","A","2018",1787.32860357238,
"POL","HRWKD","TOT","HR_WKD","A","2019",1782.62521918646,
"POL","HRWKD","TOT","HR_WKD","A","2020",1768.75639746518,
"POL","HRWKD","TOT","HR_WKD","A","2021",1830.23680735821,
